id,user_id,book_id,quantity,unit_price,timestamp,shipping,unit_price_usd,timestamp_dt,paid_price,date,year,month,day
65776,47480,18859,2,51.5USD,"09:45,2024-04-03","8509 Cammy Cliffs, North Nellieton, RI 15636-6629",51.5,2024-04-03 09:45:00.000,103.0,2024-04-03,2024,4,3
62861,47348,19233,1,69.75$,"04:38:40 P.M., 09/24/24",,69.75,2024-09-24 16:38:40.000,69.75,2024-09-24,2024,9,24
69736,45480,19428,2,$43.99,"2025-03-31,11:24:07 pm",,43.99,2025-03-31 23:24:07.000,87.98,2025-03-31,2025,3,31
70332,44989,19589,1,$ 54.75,2024-08-01T01:30:26,,54.75,2024-08-01 01:30:26.000,54.75,2024-08-01,2024,8,1
64336,46537,19168,1,USD63.5,"2024-09-23,15:39:14",,63.5,2024-09-23 15:39:14.000,63.5,2024-09-23,2024,9,23
68264,45317,18960,1,34.5 USD,2024-12-24T06:21:47,,34.5,2024-12-24 06:21:47.000,34.5,2024-12-24,2024,12,24
66231,44697,19054,3,$ 46.,"16:56:04, 02/18/25",,46.0,2025-02-18 16:56:04.000,138.0,2025-02-18,2025,2,18
66931,44384,19159,1,$19.99,"2025-07-19, 11:41","6652 Larson Courts, Carlosmouth, MN 12932-3500",19.99,2025-07-19 11:41:00.000,19.99,2025-07-19,2025,7,19
73535,45699,19419,1,53.25 $,"2024-11-18,21:46",,53.25,2024-11-18 21:46:00.000,53.25,2024-11-18,2024,11,18
66062,44867,18875,2,$45.75,"20:44:32,28-JUL-2024","Apt. 994 593 Hyatt Station, East Walter, CT 91789-8543",45.75,2024-07-28 20:44:32.000,91.5,2024-07-28,2024,7,28
64340,45778,19447,1,€26¢99,2024-11-13;04:43:42 AM,,32.39,2024-11-13 04:43:42.000,32.39,2024-11-13,2024,11,13
72220,46054,19015,1,62.5 $,08:04:53 P.M. 27-Jun-2025,,62.5,2025-06-27 20:04:53.000,62.5,2025-06-27,2025,6,27
66819,45432,19562,1,USD51.5,2024-10-13T15:48:23,,51.5,2024-10-13 15:48:23.000,51.5,2024-10-13,2024,10,13
65627,46238,19524,1,EUR 45.50,"06:52:37,21-Jul-2024",,54.6,2024-07-21 06:52:37.000,54.6,2024-07-21,2024,7,21
72663,45665,19238,1,EUR 18.25,2024-12-19;21:53:50,,21.9,2024-12-19 21:53:50.000,21.9,2024-12-19,2024,12,19
65493,45427,19124,1,52.0$,"14:26:23,2024-12-28",,52.0,2024-12-28 14:26:23.000,52.0,2024-12-28,2024,12,28
71608,47488,19444,1,45.75€,22:01;2025-06-14,,54.9,2025-06-14 22:01:00.000,54.9,2025-06-14,2025,6,14
70349,47110,18961,1,69$50¢,3-November-2024;15:05,,50.0,2024-11-03 15:05:00.000,50.0,2024-11-03,2024,11,3
63750,46463,19305,1,€ 57.5,"11/17/24, 15:15",,69.0,2024-11-17 15:15:00.000,69.0,2024-11-17,2024,11,17
67554,47617,19322,1,EUR 67.0,"27-Jan-2025, 06:21",,80.4,2025-01-27 06:21:00.000,80.4,2025-01-27,2025,1,27
63899,46424,18982,1,57.0USD,07:15:52 AM;06/30/24,,57.0,2024-06-30 07:15:52.000,57.0,2024-06-30,2024,6,30
66079,45136,19199,1,USD 15.0,"04/06/25,07:18:45 A.M.",,15.0,2025-04-06 07:18:45.000,15.0,2025-04-06,2025,4,6
73226,45486,18956,1,€53¢50,10-AUG-2024 07:21,"47540 Elwood Ridge, Gradyport, AR 72615-0740",64.2,2024-08-10 07:21:00.000,64.2,2024-08-10,2024,8,10
67350,46877,18898,1,EUR 74.99,2024-08-04;22:22:25,"99087 Herman Place, Geneviveside, NH 66990",89.99,2024-08-04 22:22:25.000,89.99,2024-08-04,2024,8,4
70252,47195,19199,1,€17¢25,14:37 09/09/24,,20.7,2024-09-09 14:37:00.000,20.7,2024-09-09,2024,9,9
68435,44877,19538,1,€ 54.50,"2024-07-01, 13:28:08",,65.4,2024-07-01 13:28:08.000,65.4,2024-07-01,2024,7,1
65434,46885,19527,1,73.99 $,2024-05-01T19:23:44.305,"Suite 707 59997 Friesen Mews, New Stanfordton, AK 89574-4868",73.99,2024-05-01 19:23:44.305,73.99,2024-05-01,2024,5,1
68666,44703,19568,1,45.00 $,2024-08-20;01:03:14 pm,"Apt. 575 40000 Leone Springs, North Sidney, WI 54095",45.0,2024-08-20 13:03:14.000,45.0,2024-08-20,2024,8,20
72708,44346,19259,1,61.00USD,"03:07, 04/25/25",,61.0,2025-04-25 03:07:00.000,61.0,2025-04-25,2025,4,25
63063,44661,18846,5,23.25 USD,Thu Mar 28 13:47:42 2024,,23.25,2024-03-28 13:47:42.000,116.25,2024-03-28,2024,3,28
67636,44685,18856,2,46.99 €,23:03:55; 9-Jul-2025,,56.39,2025-07-09 23:03:55.000,112.78,2025-07-09,2025,7,9
67681,45101,18983,3,35.00$,23:54 12/22/24,,35.0,2024-12-22 23:54:00.000,105.0,2024-12-22,2024,12,22
67983,46893,19018,1,16.99€,"21-March-2024, 10:08",,20.39,2024-03-21 10:08:00.000,20.39,2024-03-21,2024,3,21
64287,45450,19523,1,$ 33.50,23.08.2024 14:24:24,,33.5,2024-08-23 14:24:24.000,33.5,2024-08-23,2024,8,23
69537,44751,19148,1,$39.,17.01.2025 20:58:58,"Apt. 706 165 Cordell Tunnel, Rashadfurt, VT 62232",39.0,2025-01-17 20:58:58.000,39.0,2025-01-17,2025,1,17
73593,46039,18887,2,47.99€,4.07.2025 0:59:59,,57.59,2025-04-07 00:59:59.000,115.18,2025-04-07,2025,4,7
69740,46721,18870,2,€53.99,07:45:20;16-May-2024,,64.79,2024-05-16 07:45:20.000,129.58,2024-05-16,2024,5,16
70910,45921,19502,2,USD 39.99,07:19:52;2024-04-03,,39.99,2024-04-03 07:19:52.000,79.98,2024-04-03,2024,4,3
68132,45299,19052,3,71. EUR,"12:26:01, 12/20/24",,85.2,2024-12-20 12:26:01.000,255.6,2024-12-20,2024,12,20
69041,45992,19032,1,$73.50,2024-05-12 03:17:30 P.M.,,73.5,2024-05-12 15:17:30.000,73.5,2024-05-12,2024,5,12
70726,47038,19053,4,$ 53.25,17:30;04/06/25,"Suite 805 356 Grady Hollow, North Kevin, NJ 82342",53.25,2025-04-06 17:30:00.000,213.0,2025-04-06,2025,4,6
69312,47298,19043,1,17.50$,2024-09-25;01:10:57 A.M.,,17.5,2024-09-25 01:10:57.000,17.5,2024-09-25,2024,9,25
71022,46000,19219,1,$30.5,12:54:26 07/16/24,"Suite 505 56935 Beier Forge, Cruickshankfurt, NE 78924-9065",30.5,2024-07-16 12:54:26.000,30.5,2024-07-16,2024,7,16
72356,44487,19024,2,59.5 €,"08:20:58 am,21-February-2025","91073 Conn Extensions, North Luella, AL 73096-7135",71.4,2025-02-21 08:20:58.000,142.8,2025-02-21,2025,2,21
70505,45048,19162,2,USD66.25,2025-07-06T19:47:06.288,"Suite 256 4320 Bernhard Divide, Lake Janeenborough, UT 46104",66.25,2025-07-06 19:47:06.288,132.5,2025-07-06,2025,7,6
68067,46601,19144,1,47.75 €,"04:56, 11-NOV-2024",,57.3,2024-11-11 04:56:00.000,57.3,2024-11-11,2024,11,11
66424,47563,18912,1,$ 63.50,6-January-2025 22:43:32,,63.5,2025-01-06 22:43:32.000,63.5,2025-01-06,2025,1,6
71119,45998,19574,1,USD50.25,02/28/24 02:08:19 am,,50.25,2024-02-28 02:08:19.000,50.25,2024-02-28,2024,2,28
73715,44888,19589,2,56€75¢,2024-07-28T10:41:53.082,,90.0,2024-07-28 10:41:53.082,180.0,2024-07-28,2024,7,28
67863,44592,18893,1,53.50 EUR,"16-October-2024, 23:30",,64.2,2024-10-16 23:30:00.000,64.2,2024-10-16,2024,10,16
68100,46753,19024,1,55.25 €,2024-11-26T10:52:03,,66.3,2024-11-26 10:52:03.000,66.3,2024-11-26,2024,11,26
66862,46171,18862,1,USD30.75,31-MAY-2024 17:23:54,,30.75,2024-05-31 17:23:54.000,30.75,2024-05-31,2024,5,31
73882,47407,19020,1,16.0USD,11:29:45 PM;2025-01-21,,16.0,2025-01-21 23:29:45.000,16.0,2025-01-21,2025,1,21
69179,44752,18839,4,€23.99,07/01/24 22:27,,28.79,2024-07-01 22:27:00.000,115.16,2024-07-01,2024,7,1
69595,45414,19497,5,USD54.0,2025-01-17T03:27:10.591,,54.0,2025-01-17 03:27:10.591,270.0,2025-01-17,2025,1,17
66186,45561,19401,1,57USD,"2024-09-27, 10:58:53 AM",,57.0,2024-09-27 10:58:53.000,57.0,2024-09-27,2024,9,27
63097,46819,19129,1,$22.50,"02:08:22 PM,2025-02-24",,22.5,2025-02-24 14:08:22.000,22.5,2025-02-24,2025,2,24
72182,46745,19004,3,69.50USD,2024-10-12T10:05:50.642,"Apt. 921 35048 Hilll Overpass, Lesleechester, SC 00463",69.5,2024-10-12 10:05:50.642,208.5,2024-10-12,2024,10,12
62891,45415,18961,1,USD 70.50,00:26;14-Mar-2025,,70.5,2025-03-14 00:26:00.000,70.5,2025-03-14,2025,3,14
70319,44515,19563,1,USD 67.5,06/08/25 08:01,,67.5,2025-06-08 08:01:00.000,67.5,2025-06-08,2025,6,8
