id,user_id,book_id,quantity,unit_price,timestamp,shipping,unit_price_usd,timestamp_dt,paid_price,date,year,month,day
85921,48883,22033,1,48.75 USD,2024-04-02T15:37:20.585,,48.75,2024-04-02 15:37:20.585,48.75,2024-04-02,2024,4,2
78452,48120,21394,1,$68¢50,2025-03-31 22:13,,68.5,2025-03-31 22:13:00.000,68.5,2025-03-31,2025,3,31
78567,49847,21824,1,59 $,"06:02:55 AM,18-AUG-2024",,59.0,2024-08-18 06:02:55.000,59.0,2024-08-18,2024,8,18
81760,49820,22034,1,75.75 $,2024-11-01 07:49:27 A.M.,,75.75,2024-11-01 07:49:27.000,75.75,2024-11-01,2024,11,1
86115,48338,21596,1,$36.25,"13:06,10-JUL-2024",,36.25,2024-07-10 13:06:00.000,36.25,2024-07-10,2024,7,10
83127,49203,22008,1,66.75 $,2024-11-01;13:56:17,,66.75,2024-11-01 13:56:17.000,66.75,2024-11-01,2024,11,1
79078,48803,21321,1,USD 68.50,"05:32:32 P.M.,14-Jan-2025",,68.5,2025-01-14 17:32:32.000,68.5,2025-01-14,2025,1,14
82188,48744,21486,3,€ 25.50,"19:44:52, 12/23/24","70939 Lloyd Fall, Dooleybury, CO 89886",30.6,2024-12-23 19:44:52.000,91.8,2024-12-23,2024,12,23
85506,50199,22035,3,USD34,"3-June-2025, 11:53:37 AM",,34.0,2025-06-03 11:53:37.000,102.0,2025-06-03,2025,6,3
83638,47781,21963,1,38.25USD,08/10/24 23:23,"Suite 852 6071 Frami Grove, Lake Refugiofurt, MI 42887",38.25,2024-08-10 23:23:00.000,38.25,2024-08-10,2024,8,10
81421,49252,21481,2,$ 22.25,"21:51, 2025-07-18","7358 Syreeta Prairie, New Pamelabury, DE 91542",22.25,2025-07-18 21:51:00.000,44.5,2025-07-18,2025,7,18
84980,49584,21502,2,67.0 USD,2025-04-03 06:29,,67.0,2025-04-03 06:29:00.000,134.0,2025-04-03,2025,4,3
83383,50284,21478,2,47.99 USD,Thu Mar 20 05:57:41 2025,,47.99,2025-03-20 05:57:41.000,95.98,2025-03-20,2025,3,20
79354,48473,21445,1,USD 18.25,13:00 01/05/25,,18.25,2025-01-05 13:00:00.000,18.25,2025-01-05,2025,1,5
78989,50814,22003,1,€57¢25,"18-Nov-2024, 00:04",,68.7,2024-11-18 00:04:00.000,68.7,2024-11-18,2024,11,18
79163,50262,21671,1,38.99USD,01:18:27 2024-09-25,,38.99,2024-09-25 01:18:27.000,38.99,2024-09-25,2024,9,25
80696,50380,21734,1,$52.75,13:14;2024-08-24,,52.75,2024-08-24 13:14:00.000,52.75,2024-08-24,2024,8,24
80970,50465,21914,1,USD70.50,"12/28/24,05:18:09",,70.5,2024-12-28 05:18:09.000,70.5,2024-12-28,2024,12,28
77932,48130,21640,1,$42.99,01:10:58 P.M. 2024-09-12,"Suite 969 7846 Rocio Rue, Dachchester, HI 26095-4420",42.99,2024-09-12 13:10:58.000,42.99,2024-09-12,2024,9,12
85202,50574,21342,1,$ 60.00,"17:09,2025-03-02",,60.0,2025-03-02 17:09:00.000,60.0,2025-03-02,2025,3,2
82723,48276,21490,2,66. $,11:45:59 pm 04/09/24,"Apt. 429 33804 Kathryn Mountains, Joanaburgh, MA 37568-5100",66.0,2024-04-09 23:45:59.000,132.0,2024-04-09,2024,4,9
84301,49810,21541,2,USD 36.75,2024-11-14;11:28:01 pm,,36.75,2024-11-14 23:28:01.000,73.5,2024-11-14,2024,11,14
81900,47861,21968,1,$21.50,2024-07-08T15:54:03.687,,21.5,2024-07-08 15:54:03.687,21.5,2024-07-08,2024,7,8
79808,50485,21730,2,36. USD,2024-12-27T19:57:22,,36.0,2024-12-27 19:57:22.000,72.0,2024-12-27,2024,12,27
80632,50264,21866,1,39.5 EUR,10.02.2025 11:08:08,,47.4,2025-10-02 11:08:08.000,47.4,2025-10-02,2025,10,2
79118,49855,21875,1,47.75 $,2024-07-20T05:28:43,,47.75,2024-07-20 05:28:43.000,47.75,2024-07-20,2024,7,20
86018,48325,21891,4,$65.75,5.01.2025 1:19:19,,65.75,2025-05-01 01:19:19.000,263.0,2025-05-01,2025,5,1
84510,50205,21738,1,€ 42.75,"01/25/25, 05:42:32",,51.3,2025-01-25 05:42:32.000,51.3,2025-01-25,2025,1,25
78479,49638,21306,1,50.0 $,01:14:38 am; 2-December-2024,,50.0,2024-12-02 01:14:38.000,50.0,2024-12-02,2024,12,2
79406,48453,21802,1,43.00 USD,20-Apr-2025;04:42:17 PM,,43.0,2025-04-20 16:42:17.000,43.0,2025-04-20,2025,4,20
82487,48591,21591,1,$50.0,14-July-2025 09:26:42 PM,"Apt. 659 83330 Schmeler Lodge, Napoleonborough, CO 90847-5961",50.0,2025-07-14 21:26:42.000,50.0,2025-07-14,2025,7,14
78571,50095,21328,2,63.5USD,"11:01:40 A.M.,20-November-2024",,63.5,2024-11-20 11:01:40.000,127.0,2024-11-20,2024,11,20
77998,48686,21614,1,EUR 51.75,"2024-10-11,01:30:29 A.M.",,62.1,2024-10-11 01:30:29.000,62.1,2024-10-11,2024,10,11
84704,48082,21888,1,$ 73.99,12.01.2025 5:34:34,,73.99,2025-12-01 05:34:34.000,73.99,2025-12-01,2025,12,1
83330,49774,21327,1,EUR20.99,"2024-08-07,05:12:59 am","Apt. 325 62226 Friesen Crossing, Douglaschester, WA 60351",25.19,2024-08-07 05:12:59.000,25.19,2024-08-07,2024,8,7
81373,48146,21789,2,€25.00,2025-03-21T10:55:16.690,"Suite 229 8016 Clifton Mission, East Ianburgh, OR 94196-5070",30.0,2025-03-21 10:55:16.690,60.0,2025-03-21,2025,3,21
85584,50335,21807,2,EUR 33.00,18:56:23;07/12/24,,39.6,2024-07-12 18:56:23.000,79.2,2024-07-12,2024,7,12
83019,48576,21610,2,56.0 EUR,"11:23:27 AM,04/26/24",,67.2,2024-04-26 11:23:27.000,134.4,2024-04-26,2024,4,26
82291,48726,21337,1,USD37.25,2024-10-21T06:59:40.808,,37.25,2024-10-21 06:59:40.808,37.25,2024-10-21,2024,10,21
81438,50887,21963,1,40.75€,10/14/25;19:06,,48.9,2025-10-14 19:06:00.000,48.9,2025-10-14,2025,10,14
80865,48813,21767,1,USD 31.5,"07:40:14,2024-10-10",,31.5,2024-10-10 07:40:14.000,31.5,2024-10-10,2024,10,10
85381,48441,21799,1,28.0EUR,12:31;30-Aug-2024,,33.6,2024-08-30 12:31:00.000,33.6,2024-08-30,2024,8,30
83560,49965,21788,1,21.0 EUR,2024-12-25T10:10:52,"Suite 539 278 Lida Rapids, Lake Coltonport, IA 27687-9720",25.2,2024-12-25 10:10:52.000,25.2,2024-12-25,2024,12,25
79948,48796,21322,1,32.75 USD,2024-06-17T23:34:10.436,,32.75,2024-06-17 23:34:10.436,32.75,2024-06-17,2024,6,17
85164,49358,21815,1,USD 17.25,13:37;12/25/24,,17.25,2024-12-25 13:37:00.000,17.25,2024-12-25,2024,12,25
80413,50609,21574,1,USD47.5,"8-NOV-2024,16:40:00","Suite 134 64019 Jon Corners, North Alonaport, NV 81038-7338",47.5,2024-11-08 16:40:00.000,47.5,2024-11-08,2024,11,8
81408,48832,21722,1,EUR 38.99,2025-01-22T11:46:57.657,,46.79,2025-01-22 11:46:57.657,46.79,2025-01-22,2025,1,22
81698,48268,21852,1,USD41.0,12:40:14 A.M. 2025-02-19,,41.0,2025-02-19 00:40:14.000,41.0,2025-02-19,2025,2,19
78512,49347,21867,1,61.75 EUR,2025-04-08T04:00:43.694,"Suite 220 77811 Davis Plaza, Port Lisaport, IL 97878",74.1,2025-04-08 04:00:43.694,74.1,2025-04-08,2025,4,8
84393,48193,22046,1,USD 59.99,"09/28/24, 10:26:39 am",,59.99,2024-09-28 10:26:39.000,59.99,2024-09-28,2024,9,28
80530,48078,21380,1,64.5 $,"05:28:55 P.M., 6-Jul-2024",,64.5,2024-07-06 17:28:55.000,64.5,2024-07-06,2024,7,6
80166,49047,21749,1,$71.50,2025-04-06 11:37:30 PM,"225 Carolann Passage, West Anderson, WI 01900",71.5,2025-04-06 23:37:30.000,71.5,2025-04-06,2025,4,6
82887,50071,21731,2,51.25USD,"05:22:22 PM,01/18/25",,51.25,2025-01-18 17:22:22.000,102.5,2025-01-18,2025,1,18
78037,47973,21631,1,24. EUR,"20:37:29,2024-12-17","56199 Jamey Shoals, Lake Issacville, VT 17712",28.8,2024-12-17 20:37:29.000,28.8,2024-12-17,2024,12,17
81752,48948,21308,1,36.00 $,14.05.2025 11:03:03,,36.0,2025-05-14 11:03:03.000,36.0,2025-05-14,2025,5,14
82569,47961,21929,3,$60¢00,02/12/25;16:58:27,,60.0,2025-02-12 16:58:27.000,180.0,2025-02-12,2025,2,12
84896,49339,21947,1,EUR64.0,17:23;2025-01-20,"4469 White Manor, Carsonberg, AK 60694-6854",76.8,2025-01-20 17:23:00.000,76.8,2025-01-20,2025,1,20
83429,48866,21740,1,56.50$,2025-03-05T15:51:05,,56.5,2025-03-05 15:51:05.000,56.5,2025-03-05,2025,3,5
79902,49843,21851,1,€27.00,"2025-07-14, 08:35:09 AM",,32.4,2025-07-14 08:35:09.000,32.4,2025-07-14,2025,7,14
86084,48196,21885,4,EUR47.75,13:58 05/12/24,,57.3,2024-05-12 13:58:00.000,229.2,2024-05-12,2024,5,12
79765,48782,21451,1,€73.0,14:19:50;09/29/24,"Apt. 192 969 Krissy Port, South Inger, MS 63584",87.6,2024-09-29 14:19:50.000,87.6,2024-09-29,2024,9,29
77797,50918,21602,1,62.25$,2024-03-25 12:17:55 PM,"Suite 992 763 Ronny Prairie, Port Neelytown, NC 43283",62.25,2024-03-25 12:17:55.000,62.25,2024-03-25,2024,3,25
81356,50771,21666,1,68.0USD,"2024-10-05, 01:57",,68.0,2024-10-05 01:57:00.000,68.0,2024-10-05,2024,10,5
78471,48739,21999,1,$34¢00,"30-August-2024, 01:57:55 pm","24883 Yoshie Curve, North Lashandahaven, AK 84392-4338",34.0,2024-08-30 13:57:55.000,34.0,2024-08-30,2024,8,30
82934,47674,21446,1,15.5€,"2024-11-08,04:42:31 A.M.",,18.6,2024-11-08 04:42:31.000,18.6,2024-11-08,2024,11,8
79420,48571,21919,2,USD 55.,"11:38:50 A.M., 20-JUL-2024",,55.0,2024-07-20 11:38:50.000,110.0,2024-07-20,2024,7,20
82553,48650,21693,2,€71.0,14:58:23;2024-05-26,,85.2,2024-05-26 14:58:23.000,170.4,2024-05-26,2024,5,26
81598,50719,21348,2,21.00USD,"3-JUL-2025, 04:43:43 A.M.",,21.0,2025-07-03 04:43:43.000,42.0,2025-07-03,2025,7,3
85701,49906,22034,1,EUR73.50,"31-March-2024, 05:02",,88.2,2024-03-31 05:02:00.000,88.2,2024-03-31,2024,3,31
83605,47837,21490,1,65.75 $,"2024-10-24, 12:25:34 P.M.",,65.75,2024-10-24 12:25:34.000,65.75,2024-10-24,2024,10,24
85605,50663,21803,1,52.0 €,"03:30:40, 19-Jan-2024",,62.4,2024-01-19 03:30:40.000,62.4,2024-01-19,2024,1,19
83502,48355,21677,1,33.0$,"02:56:39 P.M.,06/20/25",,33.0,2025-06-20 14:56:39.000,33.0,2025-06-20,2025,6,20
82764,48961,21343,1,USD71.50,"10/17/24,04:32:37",,71.5,2024-10-17 04:32:37.000,71.5,2024-10-17,2024,10,17
81121,50426,21372,1,USD 35.5,"13-NOV-2024, 10:38:55 am",,35.5,2024-11-13 10:38:55.000,35.5,2024-11-13,2024,11,13
86254,49635,21522,1,€19¢75,Wed Jan 1 14:12:19 2025,,23.7,2025-01-01 14:12:19.000,23.7,2025-01-01,2025,1,1
86473,49625,21870,1,$ 64.0,"08:55, 4-Oct-2024",,64.0,2024-10-04 08:55:00.000,64.0,2024-10-04,2024,10,4
78638,48575,21773,1,€39¢25,15-Aug-2025;07:02:01,"Apt. 987 339 Leonora Point, North Mohamedton, ID 54492-4773",47.1,2025-08-15 07:02:01.000,47.1,2025-08-15,2025,8,15
80384,49284,21697,2,USD64.25,"02/26/25,21:57:05","Suite 145 168 Weissnat Trail, Port Greta, AZ 37876-3552",64.25,2025-02-26 21:57:05.000,128.5,2025-02-26,2025,2,26
84047,48791,21985,1,20.5 USD,2024-08-17T14:20:27.959,,20.5,2024-08-17 14:20:27.959,20.5,2024-08-17,2024,8,17
77807,48852,21718,3,47.75USD,"17-May-2025,14:49:02",,47.75,2025-05-17 14:49:02.000,143.25,2025-05-17,2025,5,17
84776,48976,21995,2,$ 45.99,20-MAR-2024;05:45,,45.99,2024-03-20 05:45:00.000,91.98,2024-03-20,2024,3,20
79045,49453,21315,1,75.00$,18.04.2024 23:08:08,,75.0,2024-04-18 23:08:08.000,75.0,2024-04-18,2024,4,18
83607,47762,21760,1,67.25 €,2024-11-08 23:25:52,"Apt. 574 199 Cremin Underpass, Hansenside, MA 45626",80.7,2024-11-08 23:25:52.000,80.7,2024-11-08,2024,11,8
78109,48560,21872,3,38$00¢,2024-11-29T23:08:50,,0.0,2024-11-29 23:08:50.000,0.0,2024-11-29,2024,11,29
85943,47994,21661,1,USD 66.25,"08:07:16, 2024-04-05",,66.25,2024-04-05 08:07:16.000,66.25,2024-04-05,2024,4,5
84304,48745,22034,1,73.0 $,24-Sep-2024 08:25:04 PM,,73.0,2024-09-24 20:25:04.000,73.0,2024-09-24,2024,9,24
82544,49839,21918,5,70$,15:19:08;2025-01-03,,70.0,2025-01-03 15:19:08.000,350.0,2025-01-03,2025,1,3
78039,48834,21578,1,21.5USD,"13:54,31-October-2024","47149 Marcelene Streets, Kingview, NV 59138-9180",21.5,2024-10-31 13:54:00.000,21.5,2024-10-31,2024,10,31
80454,50305,21335,1,32.75$,12-SEP-2024;12:23,,32.75,2024-09-12 12:23:00.000,32.75,2024-09-12,2024,9,12
77911,47728,21934,2,€ 42.75,"09:18:05,09/07/24","Suite 370 34918 August Summit, Florinefort, WY 14770",51.3,2024-09-07 09:18:05.000,102.6,2024-09-07,2024,9,7
78728,47825,21480,1,53.99 EUR,01:42:10 P.M. 1-OCT-2024,,64.79,2024-10-01 13:42:10.000,64.79,2024-10-01,2024,10,1
83523,50625,21924,1,55.5USD,"08/04/24, 19:15:57",,55.5,2024-08-04 19:15:57.000,55.5,2024-08-04,2024,8,4
83993,48767,21983,1,$60.75,"16:11, 2024-10-31",,60.75,2024-10-31 16:11:00.000,60.75,2024-10-31,2024,10,31
82866,49068,21418,1,29.5 $,2025-01-31T03:04:59,,29.5,2025-01-31 03:04:59.000,29.5,2025-01-31,2025,1,31
81988,48933,21464,1,63.00 $,"03:22:31, 5-March-2025",,63.0,2025-03-05 03:22:31.000,63.0,2025-03-05,2025,3,5
86359,49247,21300,1,$ 38.5,03:24:20 03/12/25,,38.5,2025-03-12 03:24:20.000,38.5,2025-03-12,2025,3,12
79996,48991,21954,2,51$50¢,13-OCT-2024 10:53:47,,50.0,2024-10-13 10:53:47.000,100.0,2024-10-13,2024,10,13
84412,51024,21992,2,USD35,2024-12-24 22:41,,35.0,2024-12-24 22:41:00.000,70.0,2024-12-24,2024,12,24
82324,50070,21896,1,€22.50,2024-05-13T11:29:19.697,"Suite 502 837 Gleason Spring, Dickensville, AR 82975",27.0,2024-05-13 11:29:19.697,27.0,2024-05-13,2024,5,13
82580,47858,21795,2,36.99 $,"05:57:18 A.M., 6-January-2025",,36.99,2025-01-06 05:57:18.000,73.98,2025-01-06,2025,1,6
81060,48405,21395,1,EUR 63.0,"08:55, 2024-12-08",,75.6,2024-12-08 08:55:00.000,75.6,2024-12-08,2024,12,8
78935,50761,21495,1,49.0 $,03/15/25 19:00,"Suite 353 8752 Christian Knoll, Hillsfurt, ID 00549-2490",49.0,2025-03-15 19:00:00.000,49.0,2025-03-15,2025,3,15
81713,49037,21951,1,$ 30.75,21:58 11-JUL-2025,,30.75,2025-07-11 21:58:00.000,30.75,2025-07-11,2025,7,11
78140,50502,21562,1,USD 33.5,"07:34, 06/23/24",,33.5,2024-06-23 07:34:00.000,33.5,2024-06-23,2024,6,23
78946,48858,21784,1,USD65.99,"2024-10-18,01:27:07 PM","Suite 244 366 McKenzie Mews, New Shayneland, WV 28559-9464",65.99,2024-10-18 13:27:07.000,65.99,2024-10-18,2024,10,18
84118,48116,21406,1,USD 71.25,"03:48, 12/04/24",,71.25,2024-12-04 03:48:00.000,71.25,2024-12-04,2024,12,4
80521,49722,22009,1,25.75USD,21:04:52 2024-12-26,,25.75,2024-12-26 21:04:52.000,25.75,2024-12-26,2024,12,26
83664,50425,21986,2,$50¢00,2025-01-08T02:35:58.835,"Apt. 687 3527 Rosenbaum Stravenue, Morarmouth, SD 04680",50.0,2025-01-08 02:35:58.835,100.0,2025-01-08,2025,1,8
80335,49224,21810,1,$52¢00,2024-04-10T09:01:20.148,,52.0,2024-04-10 09:01:20.148,52.0,2024-04-10,2024,4,10
82248,48120,21635,2,$ 39.99,10:45:50 pm 14-February-2025,"370 Lind Extension, Boscomouth, MT 74876",39.99,2025-02-14 22:45:50.000,79.98,2025-02-14,2025,2,14
81561,49096,21409,3,$65.75,"01:50:58 P.M.,2024-08-18","Suite 652 385 Aaron Village, South Lucianoburgh, CA 86593",65.75,2024-08-18 13:50:58.000,197.25,2024-08-18,2024,8,18
78738,48094,21589,1,63€99¢,"08:40,19-Mar-2025",,118.8,2025-03-19 08:40:00.000,118.8,2025-03-19,2025,3,19
85256,47888,21763,1,USD38.5,09:43 13-Feb-2025,,38.5,2025-02-13 09:43:00.000,38.5,2025-02-13,2025,2,13
79628,49980,21562,1,USD 34.25,"17:55:15, 8-FEB-2025",,34.25,2025-02-08 17:55:15.000,34.25,2025-02-08,2025,2,8
77921,50659,21643,1,USD 13.50,2024-08-27T01:56:31.776,"Suite 863 698 Wisozk Shoals, Trompshire, AK 79391",13.5,2024-08-27 01:56:31.776,13.5,2024-08-27,2024,8,27
79328,51059,21695,4,€73¢00,"05:54:29 AM, 05/28/24",,87.6,2024-05-28 05:54:29.000,350.4,2024-05-28,2024,5,28
81770,48987,21962,1,66 €,"09/25/24, 04:32",,79.2,2024-09-25 04:32:00.000,79.2,2024-09-25,2024,9,25
86019,49041,21702,1,64.50 USD,9-Jun-2024;03:52:52 P.M.,,64.5,2024-06-09 15:52:52.000,64.5,2024-06-09,2024,6,9
83890,49493,21703,1,USD65.50,12-Jan-2025;07:44:50 P.M.,,65.5,2025-01-12 19:44:50.000,65.5,2025-01-12,2025,1,12
83588,49230,21703,1,68.50 $,2024-08-21T04:22:06.318,"5680 Heller Port, East Elly, WY 88883-4803",68.5,2024-08-21 04:22:06.318,68.5,2024-08-21,2024,8,21
79602,50033,21948,1,USD 64.50,09:08:50 P.M. 01/06/25,,64.5,2025-01-06 21:08:50.000,64.5,2025-01-06,2025,1,6
81736,51103,21418,1,$33¢25,"2024-11-21,03:33:51 P.M.",,33.25,2024-11-21 15:33:51.000,33.25,2024-11-21,2024,11,21
77920,49433,21307,4,$ 26.25,"14:18:53, 2024-09-28","Suite 870 9680 Rocco Brooks, New Rubin, NC 97192",26.25,2024-09-28 14:18:53.000,105.0,2024-09-28,2024,9,28
78586,48801,21802,2,45.00 USD,"08:37:29 am, 2024-12-04",,45.0,2024-12-04 08:37:29.000,90.0,2024-12-04,2024,12,4
81805,49275,21833,1,USD67.0,03:38:18 PM 25-JUL-2024,,67.0,2024-07-25 15:38:18.000,67.0,2024-07-25,2024,7,25
79175,48166,21344,1,€54.00,13-Nov-2024 11:19:19,"5033 Bert Lodge, Carolview, MT 97859-5923",64.8,2024-11-13 11:19:19.000,64.8,2024-11-13,2024,11,13
77682,48404,21617,5,27.50 $,"10/05/24,08:21",,27.5,2024-10-05 08:21:00.000,137.5,2024-10-05,2024,10,5
78192,49406,21779,1,31.50USD,06:40:15 am;2025-08-15,"Suite 897 567 Schamberger Trail, West Martyborough, WA 43957-3262",31.5,2025-08-15 06:40:15.000,31.5,2025-08-15,2025,8,15
85096,48328,22054,1,67.00EUR,2024-05-18T00:23:18.509,,80.4,2024-05-18 00:23:18.509,80.4,2024-05-18,2024,5,18
79470,50226,21353,1,26.25 USD,2025-03-13T06:03:33.102,,26.25,2025-03-13 06:03:33.102,26.25,2025-03-13,2025,3,13
77795,48832,21752,4,60.00USD,01:59:20 pm;28-JUL-2024,"Apt. 355 3790 Graham Burgs, North Cedricmouth, CA 83909-7628",60.0,2024-07-28 13:59:20.000,240.0,2024-07-28,2024,7,28
79330,50998,21339,2,70.75 $,"02:06:09 PM, 2024-03-28",,70.75,2024-03-28 14:06:09.000,141.5,2024-03-28,2024,3,28
85071,48535,22033,3,USD 50.5,"06:29, 2024-11-15",,50.5,2024-11-15 06:29:00.000,151.5,2024-11-15,2024,11,15
84280,49426,21536,1,€40¢00,"11:40:27 PM,2025-05-14",,48.0,2025-05-14 23:40:27.000,48.0,2025-05-14,2025,5,14
79130,48277,22003,2,61.5 $,2024-08-09;00:13,,61.5,2024-08-09 00:13:00.000,123.0,2024-08-09,2024,8,9
79120,50136,21548,1,41.0$,2024-11-25T09:29:58.872,,41.0,2024-11-25 09:29:58.872,41.0,2024-11-25,2024,11,25
79950,49285,21375,1,$51.50,01/01/25;01:47:17 A.M.,,51.5,2025-01-01 01:47:17.000,51.5,2025-01-01,2025,1,1
78332,47792,21948,2,63.0 $,"06:05,2024-11-30",,63.0,2024-11-30 06:05:00.000,126.0,2024-11-30,2024,11,30
80585,48976,21615,1,€ 48.25,"07/10/24,00:36",,57.9,2024-07-10 00:36:00.000,57.9,2024-07-10,2024,7,10
82808,48097,21814,5,45.75$,02:23;2024-10-04,,45.75,2024-10-04 02:23:00.000,228.75,2024-10-04,2024,10,4
81208,47834,21714,2,$42.00,06:49:41;05/13/25,,42.0,2025-05-13 06:49:41.000,84.0,2025-05-13,2025,5,13
85889,48551,21525,1,USD33.00,16:17:14;05/20/24,,33.0,2024-05-20 16:17:14.000,33.0,2024-05-20,2024,5,20
78433,48704,21937,1,USD52.50,Sat May 25 03:29:30 2024,,52.5,2024-05-25 03:29:30.000,52.5,2024-05-25,2024,5,25
84819,48959,21352,1,$31¢00,7-JUN-2025;09:59:15 A.M.,,31.0,2025-06-07 09:59:15.000,31.0,2025-06-07,2025,6,7
78149,49162,21787,1,44.5 $,"21:51,2024-11-10",,44.5,2024-11-10 21:51:00.000,44.5,2024-11-10,2024,11,10
83824,49018,21952,2,50.25 $,2025-01-14;15:08:28,"Apt. 973 93069 Yost Forest, New Redashire, CA 36510",50.25,2025-01-14 15:08:28.000,100.5,2025-01-14,2025,1,14
84900,49087,21573,1,$32¢50,07:39 2024-11-17,"339 Napoleon Ramp, East Alicamouth, SC 91018",32.5,2024-11-17 07:39:00.000,32.5,2024-11-17,2024,11,17
77822,50969,22003,1,58.50€,"20:54:38, 2024-11-25","983 Alana Trail, East Alphonse, AK 12188",70.2,2024-11-25 20:54:38.000,70.2,2024-11-25,2024,11,25
83113,50174,21983,2,$60¢25,"09/25/24,12:02","739 Felicia Shores, New Leonardo, MI 50300-4369",60.25,2024-09-25 12:02:00.000,120.5,2024-09-25,2024,9,25
85600,49746,21618,1,€45.75,"2025-03-07,02:46:47 PM",,54.9,2025-03-07 14:46:47.000,54.9,2025-03-07,2025,3,7
80262,48939,21806,1,USD58.0,2024-07-18 09:22:43 PM,"1885 Clemente Divide, Christiansenland, NV 19823-4941",58.0,2024-07-18 21:22:43.000,58.0,2024-07-18,2024,7,18
